                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     800                                      434                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.3213522169681767E-003                  1.7182046333316804E-006                  1.4002776966653610E+003                  1.4246483262914122E-004                  2.0308803124681230E-001                  4.6078108316657991E+000                  7.4000000000000021E-001                  2.5540830215261673E-005                  2.3997445916978466E-001                  3.4416073257059880E-003                  1.0081585205319675E-003                  9.3604492797742141E-003                  2.0994604783340924E-003                  9.2445189885471881E-004                  0.0000000000000000E+000                  6.8409440515249207E-004                  2.3611268990824653E-008                  2.2184484445614164E-004                  3.1816004273612122E-006                  9.3199405865234123E-007                  8.6532851108205541E-006                  1.9408502257663866E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2445054186640705E-004                  2.0091070579345968E-001                  9.2444725458379383E-004                  1.9889897974134066E-001                  3.0138241346031722E+004                  6.9335583530110295E+005                  6.4889831532053604E+010                  1.0544124404848864E-022                  1.0544124404848863E-022                  0.0000000000000000E+000                  4.2210997321456606E-024                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.1699431444772636E+004 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  9.2445189885471881E-004                 -6.9231567047323150E-001                  3.1462142416453998E+000                 -5.4607490768088436E+000                  5.2409475465905873E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                       2                  9.2445189885379442E-004                 -6.9231567697517482E-001                  3.1462144871053943E+000                 -5.4607473586414548E+000                  5.2409495102655264E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                       3                  9.2445189885148322E-004                 -6.9231569322996034E-001                  3.1462148377624213E+000                 -5.4607449041314897E+000                  5.2409523155004578E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       4                  9.2445189884917214E-004                 -6.9231570948465948E-001                  3.1462153637476287E+000                 -5.4607412223995544E+000                  5.2409565233195119E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       5                  9.2445189884454975E-004                 -6.9231574199378776E-001                  3.1462165910448934E+000                 -5.4607326318457803E+000                  5.2409663414083649E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       6                  9.2445189883299422E-004                 -6.9231582326503549E-001                  3.1462183443239846E+000                 -5.4607203599979552E+000                  5.2409803668750659E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       7                  9.2445189882143857E-004                 -6.9231590453403047E-001                  3.1462209742343012E+000                 -5.4607019530515046E+000                  5.2410014042416178E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       8                  9.2445189879832728E-004                 -6.9231606706527182E-001                  3.1462262340269533E+000                 -5.4606651421249630E+000                  5.2410434759807751E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                       9                  9.2445189875210471E-004                 -6.9231639210075324E-001                  3.1462341236558391E+000                 -5.4606099331279996E+000                  5.2411065761375442E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                      10                  9.2445189869432649E-004                 -6.9231679834448323E-001                  3.1462428898244030E+000                 -5.4605486002023653E+000                  5.2411766769341455E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                      11                  9.2445189863654806E-004                 -6.9231720453198908E-001                  3.1462560388688563E+000                 -5.4604566214263839E+000                  5.2412818073108944E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                      12                  9.2445189852099173E-004                 -6.9231801673838089E-001                  3.1462823362560584E+000                 -5.4602727379270330E+000                  5.2414919933198583E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                      13                  9.2445189828987864E-004                 -6.9231964047718586E-001                  3.1463349282170112E+000                 -5.4599052668009138E+000                  5.2419120666909036E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002 
                                      14                  9.2445189782765268E-004                 -6.9232288526272068E-001                  3.1464138100679322E+000                 -5.4593547961896380E+000                  5.2425414346772925E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                      15                  9.2445189724987028E-004                 -6.9232693620899288E-001                  3.1465014478103805E+000                 -5.4587441955682667E+000                  5.2432396904287479E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                      16                  9.2445189667208767E-004                 -6.9233098157692075E-001                  3.1466328831941355E+000                 -5.4578303352487056E+000                  5.2442850124869942E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      17                  9.2445189551652277E-004                 -6.9233905564378229E-001                  3.1468956814993567E+000                 -5.4560099065401442E+000                  5.2463682932008773E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      18                  9.2445189320539307E-004                 -6.9235513757285283E-001                  3.1472459526960797E+000                 -5.4535975905829916E+000                  5.2491309540297415E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      19                  9.2445189089426338E-004                 -6.9237113219339164E-001                  3.1478373528292614E+000                 -5.4495599908347252E+000                  5.2537600838291505E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                      20                  9.2445188539524352E-004                 -6.9240884404541214E-001                  3.1487700601413313E+000                 -5.4432812104268455E+000                  5.2609717908596059E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                      21                  9.2445187856405047E-004                 -6.9245503279494358E-001                  3.1500360982744571E+000                 -5.4349258182308180E+000                  5.2705935480454240E+000                  7.4000000000000010E-001                  2.4000000000000002E-001                  1.9999999999999907E-002 
                                      22                  9.2445186862950195E-004                 -6.9252095026653981E-001                  3.1522913743422549E+000                 -5.4204935183774765E+000                  5.2872817939880630E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      23                  9.2445184860774567E-004                 -6.9264954229041054E-001                  3.1553705250673958E+000                 -5.4016624730343352E+000                  5.3091931016939435E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      24                  9.2445182755705225E-004                 -6.9277912124694752E-001                  3.1585919169657046E+000                 -5.3829558968699374E+000                  5.3311225035272605E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      25                  9.2445180542490393E-004                 -6.9290973092280184E-001                  3.1619644352859213E+000                 -5.3643837787157054E+000                  5.3530689752929410E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      26                  9.2445178215612499E-004                 -6.9304141907470984E-001                  3.1654991049802770E+000                 -5.3459581950721482E+000                  5.3750315466748315E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      27                  9.2445175769274846E-004                 -6.9317423822084467E-001                  3.1692083696723188E+000                 -5.3276925797463948E+000                  5.3970092999965829E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      28                  9.2445173197387655E-004                 -6.9330824625212029E-001                  3.1731056175684551E+000                 -5.3096012548693112E+000                  5.4190013692357528E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      29                  9.2445170493553254E-004                 -6.9344350693425705E-001                  3.1772052840926297E+000                 -5.2916995331719709E+000                  5.4410069383742012E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      30                  9.2445167651051012E-004                 -6.9358009046960434E-001                  3.1815233322223855E+000                 -5.2740042003117482E+000                  5.4630252398128771E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      31                  9.2445164662820982E-004                 -6.9371807426149290E-001                  3.1860773788388319E+000                 -5.2565336199450128E+000                  5.4850555535111054E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      32                  9.2445161521447167E-004                 -6.9385754376920727E-001                  3.1908860931401306E+000                 -5.2393071240191240E+000                  5.5070972062827854E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      33                  9.2445158219139716E-004                 -6.9399859323177260E-001                  3.1959696001326434E+000                 -5.2223454499125692E+000                  5.5291495721536936E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      34                  9.2445154747716025E-004                 -6.9414132661295680E-001                  3.2013531768865726E+000                 -5.2056744336836562E+000                  5.5512120727088758E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      35                  9.2445151098581211E-004                 -6.9428585984714219E-001                  3.2070752451425739E+000                 -5.1893332277296400E+000                  5.5732841776980804E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      36                  9.2445147262707394E-004                 -6.9443232604940597E-001                  3.2129925494485581E+000                 -5.1731794600030883E+000                  5.5953654068124132E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      37                  9.2445143230611958E-004                 -6.9458081446528319E-001                  3.2189133619167665E+000                 -5.1570222010697373E+000                  5.6174553188748524E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      38                  9.2445138992334900E-004                 -6.9473135116558937E-001                  3.2248282559256949E+000                 -5.1408529679909867E+000                  5.6395534980289233E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      39                  9.2445134537414819E-004                 -6.9488395956899995E-001                  3.2307300775166472E+000                 -5.1246648556423704E+000                  5.6616595526368902E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      40                  9.2445129854863857E-004                 -6.9503866084594967E-001                  3.2366127602398795E+000                 -5.1084517750124885E+000                  5.6837731146171793E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      41                  9.2445124933140976E-004                 -6.9519547408738069E-001                  3.2424712526636221E+000                 -5.0922086759782363E+000                  5.7058938381538544E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      42                  9.2445119760124642E-004                 -6.9535441655737296E-001                  3.2483013898276538E+000                 -5.0759314219891065E+000                  5.7280213960922985E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      43                  9.2445114323084718E-004                 -6.9551550390146533E-001                  3.2540997069617648E+000                 -5.0596165629503167E+000                  5.7501554739314953E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      44                  9.2445108608653771E-004                 -6.9567875027002624E-001                  3.2598632537779557E+000                 -5.0432611237771052E+000                  5.7722957628338349E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      45                  9.2445102602797455E-004                 -6.9584416837241803E-001                  3.2655894802743579E+000                 -5.0268624853295174E+000                  5.7944419577944037E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      46                  9.2445096290780986E-004                 -6.9601176956707911E-001                  3.2712765094819716E+000                 -5.0104186037657836E+000                  5.8165937676088584E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      47                  9.2445089657129578E-004                 -6.9618156415521293E-001                  3.2769235169810664E+000                 -4.9939284439164169E+000                  5.8387509317485762E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      48                  9.2445082685585565E-004                 -6.9635356187909914E-001                  3.2825308645557327E+000                 -4.9773922007933864E+000                  5.8609132318266886E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      49                  9.2445075359065608E-004                 -6.9652777246120601E-001                  3.2880993354682513E+000                 -4.9608123106264896E+000                  5.8830804905125849E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      50                  9.2445067659620089E-004                 -6.9670420647796860E-001                  3.2936285294241148E+000                 -4.9441920008069795E+000                  5.9052525616868135E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      51                  9.2445059568392357E-004                 -6.9688287565614115E-001                  3.2991160189014166E+000                 -4.9275323952992434E+000                  5.9274293203251363E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      52                  9.2445051065575645E-004                 -6.9706379200106539E-001                  3.3045574834476685E+000                 -4.9108322286738462E+000                  5.9496106548827372E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      53                  9.2445042130367516E-004                 -6.9724696676033415E-001                  3.3099475249578454E+000                 -4.8940872266086757E+000                  5.9717964617668802E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      54                  9.2445032740921752E-004                 -6.9743240907422765E-001                  3.3152805858924110E+000                 -4.8772921403845979E+000                  5.9939866422024819E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      55                  9.2445022874296755E-004                 -6.9762012544635232E-001                  3.3205511302658905E+000                 -4.8604416475606449E+000                  6.0161811011948370E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      56                  9.2445012506401031E-004                 -6.9781011959363026E-001                  3.3257535481145650E+000                 -4.8435301052300437E+000                  6.0383797472639822E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      57                  9.2445001611935731E-004                 -6.9800239218512272E-001                  3.3306473888352075E+000                 -4.8263108362231639E+000                  6.0605824920676366E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      58                  9.2444990164334455E-004                 -6.9819683269635513E-001                  3.3348861842986337E+000                 -4.8084259566258041E+000                  6.0827892280801734E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      59                  9.2444978135700442E-004                 -6.9839316413469588E-001                  3.3389518958330058E+000                 -4.7903668801764070E+000                  6.1049997959693751E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      60                  9.2444965496740793E-004                 -6.9859132483373654E-001                  3.3429638546766571E+000                 -4.7722556328437262E+000                  6.1272140295226931E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      61                  9.2444952216697593E-004                 -6.9879130717697624E-001                  3.3469503251422714E+000                 -4.7541204608674725E+000                  6.1494317662453533E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      62                  9.2444938263275581E-004                 -6.9899311612051673E-001                  3.3509203037829662E+000                 -4.7359693609954352E+000                  6.1716528494136869E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
                                      63                  9.2444923602566162E-004                 -6.9919676017926324E-001                  3.3548769403202479E+000                 -4.7178041366659285E+000                  6.1938771286332264E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002 
