                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                     148                                      570                  2.3783258678721945E+003                  1.7240002745886285E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999927955378731E-001                  9.9999922631547622E-001                  7.8130216094839276E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999922631547622E-001                  7.8130216094839276E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7603210877501454E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7603210877501454E+001                 -1.7603210877501454E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6042298028242410E+000                  1.9101669074566887E+000                  1.2698826845324891E+000                  1.8981239843481472E+000                 -7.1201181696016026E-006                  5.6559901103089789E+000                 -2.7648526623657932E+000                  1.1014855910973219E+001                 -2.7648526623657932E+000                  5.6559901103089789E+000                  6.2109100739681933E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059715E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     149                                      573                  2.4320989131367110E+003                  1.7305646320531975E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999929317549030E-001                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7561547194146058E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7561547194146058E+001                 -1.7561547194146058E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6045088678319823E+000                  1.9061445163598272E+000                  1.2673133589685750E+000                  1.9032626354759750E+000                 -6.9689506842727505E-006                  5.6583828295237515E+000                 -2.7577209479288092E+000                  1.1024382249132954E+001                 -2.7577209479288092E+000                  5.6583828295237515E+000                  6.2108584593759708E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059715E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     150                                      571                  2.4866763391479540E+003                  1.7370130495553187E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999930607917586E-001                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7519961460906021E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7519961460906021E+001                 -1.7519961460906021E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6047600050572766E+000                  1.9020136486440373E+000                  1.2647456506600920E+000                  1.9083980520929411E+000                 -6.8190770992017985E-006                  5.6607747689719679E+000                 -2.7505910279644703E+000                  1.1033906023799092E+001                 -2.7505910279644703E+000                  5.6607747689719679E+000                  6.2108131338592998E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059715E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     151                                      569                  2.5420610170172190E+003                  1.7433896340930455E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999931802660802E-001                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7478458079188631E+001                 -9.8999999999999986E+001                 -3.3113299523037931E+001                 -1.7478458079188631E+001                 -1.7478458079188631E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6050150577780702E+000                  1.8979020128619306E+000                  1.2621797273274507E+000                  1.9135298987582237E+000                 -6.6730724111684999E-006                  5.6631656660458765E+000                 -2.7434637793001477E+000                  1.1043426140996514E+001                 -2.7434637793001477E+000                  5.6631656660458765E+000                  6.2107755134494202E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059715E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     152                                      572                  2.5982934255182486E+003                  1.7499866852576849E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999932915364287E-001                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999928091276169E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7437000263665798E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7437000263665798E+001                 -1.7437000263665798E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6053110333050671E+000                  1.8939528487431083E+000                  1.2596131942140467E+000                  1.9186629649850317E+000                 -6.5324782362647647E-006                  5.6655576327806552E+000                 -2.7363329450937210E+000                  1.1052950989378298E+001                 -2.7363329450937210E+000                  5.6655576327806552E+000                  6.2107470321723912E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059706E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     153                                      574                  2.6553858749585452E+003                  1.7565786759648954E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999934045740213E-001                  9.9999933551004705E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999933551004705E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7395606823202140E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7395606823202140E+001                 -1.7395606823202140E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6055581713699776E+000                  1.8898103201794798E+000                  1.2570476538024111E+000                  1.9237940458083027E+000                 -6.3915132692043538E-006                  5.6679495760638199E+000                 -2.7292017324624918E+000                  1.1062476259344921E+001                 -2.7292017324624918E+000                  5.6679495760638199E+000                  6.2107288825132723E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059715E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     154                                      572                  2.7133328630992924E+003                  1.7630308679467879E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999935214503455E-001                  9.9999933551004705E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999933551004705E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7354293011255475E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7354293011255475E+001                 -1.7354293011255475E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6057991699094560E+000                  1.8856463085532160E+000                  1.2544836509103223E+000                  1.9289220515924803E+000                 -6.2543664774053765E-006                  5.6703406024574523E+000                 -2.7220727501271620E+000                  1.1071998419952564E+001                 -2.7220727501271620E+000                  5.6703406024574523E+000                  6.2107217559293404E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059706E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     155                                      574                  2.7721577511719979E+003                  1.7695611095080233E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999936308013859E-001                  9.9999933551004716E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999933551004716E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7313027814696067E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7313027814696067E+001                 -1.7313027814696067E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6061029362699384E+000                  1.8817324695821849E+000                  1.2519191987038418E+000                  1.9340509560054415E+000                 -6.1231034719787231E-006                  5.6727324965281261E+000                 -2.7149405995706664E+000                  1.1081524615523570E+001                 -2.7149405995706664E+000                  5.6727324965281261E+000                  6.2107257379861291E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     156                                      574                  2.8319120368310423E+003                  1.7763690589310945E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999937487007995E-001                  9.9999936595296468E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999936595296468E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7271804825848985E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7271804825848985E+001                 -1.7271804825848985E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6063553185262949E+000                  1.8776120333685515E+000                  1.2493542160843116E+000                  1.9391809212445017E+000                 -5.9915055258216395E-006                  5.6751256211973589E+000                 -2.7078040507895063E+000                  1.1091056394317656E+001                 -2.7078040507895063E+000                  5.6751256211973589E+000                  6.2107402761280406E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     157                                      574                  2.8926079353550381E+003                  1.7831593449701779E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999938633168362E-001                  9.9999936595296468E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999936595296468E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7230626486133385E+001                 -9.8999999999999986E+001                 -3.3113299523037931E+001                 -1.7230626486133385E+001                 -1.7230626486133385E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6066068441713122E+000                  1.8734870802681405E+000                  1.2467886882440717E+000                  1.9443119769249815E+000                 -5.8630112536010288E-006                  5.6775198293988405E+000                 -2.7006634517400303E+000                  1.1100593220995647E+001                 -2.7006634517400303E+000                  5.6775198293988405E+000                  6.2107641543007408E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     158                                      574                  2.9542265047959095E+003                  1.7897116113592468E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999939715938768E-001                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7189515058540973E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7189515058540973E+001                 -1.7189515058540973E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6068588198314622E+000                  1.8693655885803058E+000                  1.2442239910798549E+000                  1.9494413712534153E+000                 -5.7373472752743681E-006                  5.6799138183939872E+000                 -2.6935226153515464E+000                  1.1110129953199248E+001                 -2.6935226153515464E+000                  5.6799138183939872E+000                  6.2107955299194828E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     159                                      576                  3.0167829050074693E+003                  1.7962717494310059E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999940950819677E-001                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7148461016050398E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7148461016050398E+001                 -1.7148461016050398E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6071336721647267E+000                  1.8653359984726086E+000                  1.2416594913594774E+000                  1.9545703706941704E+000                 -5.6154335973756535E-006                  5.6823081344591815E+000                 -2.6863798965569483E+000                  1.1119668784860663E+001                 -2.6863798965569483E+000                  5.6823081344591815E+000                  6.2108319985855731E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     160                                      575                  3.0802757028629603E+003                  1.8027244649925833E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999942091433891E-001                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7107485008985648E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7107485008985648E+001                 -1.7107485008985648E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6073791401305262E+000                  1.8611921013450106E+000                  1.2390966068640799E+000                  1.9596961396849657E+000                 -5.4947430227133615E-006                  5.6847015648843247E+000                 -2.6792389420134866E+000                  1.1129204896131458E+001                 -2.6792389420134866E+000                  5.6847015648843247E+000                  6.2108706159933569E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     161                                      573                  3.1447123158403069E+003                  1.8091327042501695E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999943147420256E-001                  9.9999939639588220E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216316883881E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7066592572659275E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7066592572659275E+001                 -1.7066592572659275E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6076190383523459E+000                  1.8570297290652524E+000                  1.2365356242805619E+000                  1.9648181048520013E+000                 -5.3766711842098187E-006                  5.6870937771656429E+000                 -2.6721008264119810E+000                  1.1138736933993190E+001                 -2.6721008264119810E+000                  5.6870937771656429E+000                  6.2109088460173001E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     162                                      575                  3.2101294633005455E+003                  1.8156916026246794E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999944131251384E-001                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7025744217661774E+001                 -9.8999999999999986E+001                 -3.2812269527373950E+001                 -1.7025744217661774E+001                 -1.7025744217661774E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6079263585381414E+000                  1.8531351575590964E+000                  1.2339736981558922E+000                  1.9699419571013410E+000                 -5.2645102012686918E-006                  5.6894870791171464E+000                 -2.6649587722953187E+000                  1.1148274038776128E+001                 -2.6649587722953187E+000                  5.6894870791171464E+000                  6.2109447150508201E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     163                                      575                  3.2765598123932377E+003                  1.8223665346729458E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999945057596629E-001                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999939639588220E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6984948870400032E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6984948870400032E+001                 -1.6984948870400032E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6081805264956093E+000                  1.8490284743793235E+000                  1.2314120206510701E+000                  1.9750653121109847E+000                 -5.1514098888791827E-006                  5.6918809482437656E+000                 -2.6578143981001201E+000                  1.1157814113274592E+001                 -2.6578143981001201E+000                  5.6918809482437656E+000                  6.2109765259587935E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742158E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
                                     164                                      575                  3.3440005206971837E+003                  1.8289221228693526E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  9.9999946006545815E-001                  9.9999945622066977E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999945622066977E-001                  7.8130216538928486E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6944217261667749E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6944217261667749E+001                 -1.6944217261667749E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6084351145532558E+000                  1.8449247675528442E+000                  1.2288509911225376E+000                  1.9801873711680500E+000                 -5.0413436138959373E-006                  5.6942747552756696E+000                 -2.6506696766648528E+000                  1.1167354581397060E+001                 -2.6506696766648528E+000                  5.6942747552756696E+000                  6.2110028071848589E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059845E-003                  9.3604492797742141E-003                  3.4416073257059702E-003                  9.3604492797742141E-003                  6.9999999999999984E-001                  2.7997020236474884E-001                                        0                                        0                                        4 
